case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-01394,2027-07-05 13:24,Pooja Menon,Female,61-70,Karnataka,Hubli,Bengali,Gauri Patangan,Police Main Control Room,+91 8877983498,"Woman with three children, lost husband",Reunited,8.3,False,Found near ghat
KMP-2027-01395,2027-07-11 20:13,Rohit Mishra,Male,71-80,Punjab,Punjab District 3,Maithili,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 9776437011,"Old man confused, keeps asking for Ramkund",Reunited,0.7,False,Announcement made on PA
KMP-2027-01396,2027-07-26 12:55,,Male,61-70,Delhi,Delhi District 2,Telugu,Gauri Patangan,Nashik Road Center,+91 9928341906,Old woman,Pending,,True,
KMP-2027-01397,2027-07-18 17:29,Pushpa Mishra,Female,0-12,Maharashtra,Aurangabad,Kannada,Adgaon Parking,Central Control Room,,"Old man in dhoti kurta, cannot remember name",Reunited,0.8,False,Family waiting at center
KMP-2027-01398,2027-08-10 16:42,Sangeeta Verma,Female,61-70,Odisha,Odisha District 1,Hindi,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8389524906,"Woman with three children, lost husband",Reunited,0.6,False,Police assisted
KMP-2027-01399,2027-07-12 08:19,,Male,71-80,Uttar Pradesh,Lucknow,Marathi,Rajur Bahula,Panchavati Center,+91 6806450849,"Man in saffron kurta, has rudraksha mala",Reunited,2.5,False,Cross-center transfer needed
KMP-2027-01400,2027-07-07 08:09,Durga Tiwari,Female,71-80,Delhi,Delhi District 2,Hindi,Dindori Road Crossing,Panchavati Center,,"Old man, hearing aid, wearing full pants shirt",Reunited,8.1,False,
KMP-2027-01401,2027-08-14 06:33,,Female,61-70,Haryana,Haryana District 1,Maithili,Laxmi Narayan Ghat,Rajur Bahula Center,+91 8219195540,"Man in saffron kurta, has rudraksha mala",Reunited,5.0,False,Found near ghat
KMP-2027-01402,2027-07-15 15:06,Mahesh Yadav,Male,61-70,Maharashtra,Solapur,Tamil,Trimbakeshwar Approach,Rajur Bahula Center,+91 6727709808,Lost near ghats,Reunited,1.8,False,Brought by volunteer
KMP-2027-01403,2027-07-30 11:15,Saraswati Verma,Female,61-70,Odisha,Odisha District 1,Marathi,Dasak Ghat,Sadhugram Lost Found,+91 6546390055,"Old man, bald, wearing vest and dhoti",Unresolved,,False,
KMP-2027-01404,2027-07-28 05:32,Kamla Mehta,Female,61-70,Gujarat,Mehsana,Maithili,Madsangvi Transit,Police Main Control Room,+91 6286616146,"Woman in green saree, has tilak on forehead",Unresolved,,False,Bharat Bharati volunteer handled
KMP-2027-01405,2027-07-02 12:59,Rakesh Iyer,Male,61-70,Tamil Nadu,Chennai,Marathi,Main Police Chowki,Nashik Road Center,+91 9358233773,"Child girl, pigtails, pink frock, about 6 years",Reunited,2.7,True,Police assisted
KMP-2027-01406,2027-08-13 18:28,Hari Desai,Male,61-70,Rajasthan,Alwar,Bhojpuri,Dindori Road Crossing,Bharat Bharati Control Room,,"Young boy in blue uniform, school bag",Reunited,1.0,False,GGTalk app used
KMP-2027-01407,2027-07-25 06:54,Sunita Mishra,Female,71-80,Madhya Pradesh,Satna,Bhojpuri,Sadhugram Gate 2,Police Main Control Room,+91 7161401186,"Young boy in blue uniform, school bag",Reunited,1.2,False,Police assisted
KMP-2027-01408,2027-07-17 11:57,Prakash Patel,Male,0-12,Telangana,Telangana District 2,Bhojpuri,Trimbakeshwar Approach,Police Main Control Room,+91 8775073069,Old woman,Reunited,1.1,False,Police assisted
KMP-2027-01409,2027-07-08 08:20,Rohit Gupta,Male,61-70,Gujarat,Anand,Awadhi,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 9619308931,"Elderly man with walking stick, hard of hearing",Reunited,4.5,False,
KMP-2027-01410,2027-07-08 18:09,Rohit Dubey,Male,71-80,West Bengal,Nadia,Hindi,Main Police Chowki,Bharat Bharati Control Room,,Child missing,Reunited,2.7,False,
KMP-2027-01411,2027-07-30 18:49,Rakesh Trivedi,Male,61-70,Madhya Pradesh,Rewa,Hindi,Bus Stand Nashik,Bharat Bharati Control Room,+91 7829497396,Man from UP,Reunited,3.3,False,Announcement made on PA
KMP-2027-01412,2027-07-13 06:16,Ajay Mishra,Male,61-70,Delhi,Delhi District 3,Hindi,Madsangvi Transit,Panchavati Center,,"Old man in dhoti kurta, cannot remember name",Reunited,0.8,False,Cross-center transfer needed
KMP-2027-01413,2027-07-23 06:10,Rohit Shah,Male,61-70,Delhi,Delhi District 1,Bengali,Main Police Chowki,Panchavati Center,+91 8784994889,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,2.0,False,
KMP-2027-01414,2027-08-10 07:34,Vijay Pillai,Male,18-40,Uttarakhand,Uttarakhand District 3,Maithili,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8419542823,"Elderly woman, cannot speak properly, Gujarati",Reunited,0.2,False,GGTalk app used
KMP-2027-01415,2027-07-04 08:34,,Female,71-80,Telangana,Telangana District 1,Hindi,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 8502972038,"Elderly man with walking stick, hard of hearing",Reunited,3.1,False,Police assisted
KMP-2027-01416,2027-08-10 18:14,Sita Verma,Female,71-80,Madhya Pradesh,Rewa,Maithili,Gauri Patangan,Central Control Room,+91 6877029187,"Man in saffron kurta, has rudraksha mala",Reunited,4.4,False,Announcement made on PA
KMP-2027-01417,2027-07-31 10:02,Mamta Chaudhary,Unknown,61-70,Chhattisgarh,Chhattisgarh District 3,Gujarati,Kushavart Kund,Central Control Room,+91 9560002463,"Woman in burqa, has small child with her",Reunited,4.8,False,
KMP-2027-01418,2027-08-11 15:06,Manju Sharma,Female,61-70,Karnataka,Belagavi,Hindi,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6953040475,"Boy about 12, wearing school dress",Reunited,0.3,False,Family waiting at center
KMP-2027-01419,2027-08-07 10:29,Laxmi Yadav,Female,41-60,Karnataka,Hubli,Bhojpuri,Gauri Patangan,Rajur Bahula Center,+91 9252222332,"Child in red shirt, about 8-10 years, crying",Reunited,5.3,False,Cross-center transfer needed
KMP-2027-01420,2027-07-26 17:59,,Male,61-70,Kerala,Kerala District 2,Hindi,Dasak Ghat,Police Main Control Room,+91 7896915313,"Man in saffron kurta, has rudraksha mala",Reunited,2.7,False,Brought by volunteer
KMP-2027-01421,2027-08-11 14:42,Vimla Shah,Female,41-60,Maharashtra,Mumbai,Tamil,Kapila Sangam,Bharat Bharati Control Room,+91 7838080015,"Old man confused, keeps asking for Ramkund",Reunited,8.7,False,Bharat Bharati volunteer handled
KMP-2027-01422,2027-07-20 10:40,Mohan Sharma,Male,61-70,Madhya Pradesh,Rewa,Tamil,Sadhugram Gate 1,Panchavati Center,+91 6834651803,"Young boy in blue uniform, school bag",Reunited,0.5,False,GGTalk app used
KMP-2027-01423,2027-08-04 17:37,Radha Roy,Female,41-60,Uttar Pradesh,Gorakhpur,Bhojpuri,Nashik Road Station,Rajur Bahula Center,+91 8504916285,"Wearing white saree, grey hair, speaks Hindi",Reunited,3.3,False,
KMP-2027-01424,2027-07-23 10:47,Mukesh Tiwari,Male,61-70,Tamil Nadu,Trichy,Gujarati,Sadhugram Gate 2,Nashik Road Center,+91 6921957782,"Woman in green saree, has tilak on forehead",Reunited,0.2,False,Brought by volunteer
KMP-2027-01425,2027-08-04 19:10,Suresh Das,Male,41-60,Rajasthan,Ajmer,Tamil,Sadhugram Gate 2,Police Main Control Room,,"Young boy in blue uniform, school bag",Reunited,2.9,True,GGTalk app used
KMP-2027-01426,2027-07-29 21:39,Ravi Nair,Male,80+,Maharashtra,Solapur,Kannada,Nashik Road Station,Sadhugram Lost Found,+91 8827079108,"Old man, hearing aid, wearing full pants shirt",Pending,,False,Announcement made on PA
KMP-2027-01427,2027-07-18 18:50,Sunita Dubey,Female,71-80,Bihar,Bhagalpur,Maithili,Nandur Ghat,Adgaon Kho-Ya-Paya,,"Woman in burqa, has small child with her",Reunited,3.2,False,
KMP-2027-01428,2027-07-13 08:10,Vimla Sharma,Unknown,61-70,Telangana,Telangana District 2,Telugu,Main Police Chowki,Rajur Bahula Center,+91 6538016478,"Woman in burqa, has small child with her",Reunited,0.8,False,Bharat Bharati volunteer handled
KMP-2027-01429,2027-08-06 11:33,Vijay Mishra,Male,41-60,Assam,Assam District 3,Hindi,Trimbak Road,Nashik Road Center,,"Old man, hearing aid, wearing full pants shirt",Reunited,15.3,False,
KMP-2027-01430,2027-07-12 12:04,Mohan Reddy,Male,61-70,Uttarakhand,Uttarakhand District 2,Telugu,Bus Stand Nashik,Nashik Road Center,+91 7223393630,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,0.1,False,Found near ghat
KMP-2027-01431,2027-07-22 21:14,Kamla Verma,Female,61-70,Delhi,Delhi District 2,Awadhi,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 8653931084,"Man in saffron kurta, has rudraksha mala",Pending,,False,
KMP-2027-01432,2027-07-29 13:04,Gaurav Yadav,Male,41-60,Rajasthan,Jodhpur,Maithili,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,+91 8213646329,"Child girl, pigtails, pink frock, about 6 years",Pending,,True,Found near ghat
KMP-2027-01433,2027-07-13 17:51,Vimla Shukla,Female,71-80,Bihar,Saran,Maithili,Kushavart Kund,Bharat Bharati Control Room,+91 7858779439,Old woman,Reunited,3.4,False,Found near ghat
KMP-2027-01434,2027-07-04 12:00,Mohan Desai,Male,41-60,Tamil Nadu,Chennai,Maithili,Bus Stand Nashik,Nashik Road Center,+91 7933203117,"Old man, bald, wearing vest and dhoti",Reunited,1.6,False,
KMP-2027-01435,2027-07-03 10:44,Nisha Patil,Female,41-60,Kerala,Kerala District 3,Bhojpuri,Sadhugram Gate 1,Rajur Bahula Center,+91 8883165585,"Old woman in white saree, widow marks",Reunited,11.7,False,Bharat Bharati volunteer handled
KMP-2027-01436,2027-07-28 19:01,Mahesh Gupta,Male,41-60,Delhi,Delhi District 2,Kannada,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,,"Woman in green saree, has tilak on forehead",Reunited,4.9,False,
KMP-2027-01437,2027-07-04 18:43,Ajay Patel,Male,71-80,Karnataka,Bengaluru,Bhojpuri,Dindori Road Crossing,Ramkund Kho-Ya-Paya Kendra,+91 7970545205,Child missing,Reunited,1.5,True,GGTalk app used
KMP-2027-01438,2027-08-12 05:10,Rohit Mishra,Male,18-40,Assam,Assam District 2,Telugu,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,,Man from UP,Reunited,3.7,False,Police assisted
KMP-2027-01439,2027-08-09 14:06,Kavita Singh,Female,61-70,Madhya Pradesh,Gwalior,Bhojpuri,Takli Sangam,Rajur Bahula Center,+91 8108659059,"Woman in burqa, has small child with her",Reunited,3.9,True,Brought by volunteer
KMP-2027-01440,2027-07-10 11:20,Hari Mishra,Male,18-40,Telangana,Telangana District 1,Tamil,Kapila Sangam,Panchavati Center,+91 6646073815,"Girl child about 5 years, red bindi, crying",Reunited,3.5,False,
KMP-2027-01441,2027-07-12 16:14,Sita Tiwari,Female,71-80,Uttarakhand,Uttarakhand District 3,Marathi,Dindori Road Crossing,Police Main Control Room,+91 9744189671,"Old man, bald, wearing vest and dhoti",Reunited,0.4,True,GGTalk app used
KMP-2027-01442,2027-08-11 09:18,Radha Iyer,Female,71-80,Tamil Nadu,Erode,Gujarati,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 7401123040,"Elderly woman, cannot speak properly, Gujarati",Reunited,0.8,False,Brought by volunteer
KMP-2027-01443,2027-08-03 17:27,Durga Shah,Female,41-60,Tamil Nadu,Madurai,Hindi,Main Police Chowki,Sadhugram Lost Found,+91 8210088188,Child missing,Reunited,6.0,False,Found near ghat
KMP-2027-01444,2027-07-29 13:13,Sohan Desai,Male,41-60,Delhi,Delhi District 1,Telugu,Nandur Ghat,Central Control Room,+91 8122359121,"Old man, hearing aid, wearing full pants shirt",Reunited,5.7,False,GGTalk app used
KMP-2027-01445,2027-07-28 18:18,Usha Iyer,Female,80+,Odisha,Odisha District 3,Awadhi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7711300786,"Child girl, pigtails, pink frock, about 6 years",Reunited,7.9,False,
KMP-2027-01446,2027-07-09 21:29,Rajesh Menon,Male,18-40,Maharashtra,Solapur,Awadhi,Rajur Bahula,Sadhugram Lost Found,+91 8394171675,"Old man confused, keeps asking for Ramkund",Reunited,4.4,False,Bharat Bharati volunteer handled
KMP-2027-01447,2027-08-11 05:55,Rakesh Trivedi,Male,41-60,Uttar Pradesh,Agra,Marathi,Gauri Patangan,Nashik Road Center,+91 9851920005,"Old man in dhoti kurta, cannot remember name",Reunited,3.9,False,
KMP-2027-01448,2027-07-23 18:27,Amit Joshi,Male,41-60,Jharkhand,Jharkhand District 1,Telugu,Nandur Ghat,Central Control Room,+91 9990421111,,Reunited,5.2,False,
KMP-2027-01449,2027-08-09 18:36,Asha Mehta,Female,41-60,Gujarat,Surat,Tamil,Nashik Road Station,Panchavati Center,+91 7495069737,"Wearing white saree, grey hair, speaks Hindi",Reunited,9.6,False,Bharat Bharati volunteer handled
KMP-2027-01450,2027-07-17 10:50,Ravi Nair,Male,41-60,Telangana,Telangana District 2,Kannada,Panchavati Circle,Adgaon Kho-Ya-Paya,,"Child in red shirt, about 8-10 years, crying",Reunited,3.1,False,Police assisted
KMP-2027-01451,2027-07-21 20:27,Lalita Mishra,Female,71-80,Telangana,Telangana District 1,Maithili,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 7678658039,"Old man confused, keeps asking for Ramkund",Unresolved,,True,Bharat Bharati volunteer handled
KMP-2027-01452,2027-07-21 21:22,Meena Shah,Female,61-70,Uttarakhand,Uttarakhand District 3,Marathi,Dindori Road Crossing,Central Control Room,+91 9310305599,Child missing,Reunited,0.3,False,Announcement made on PA
KMP-2027-01453,2027-08-02 16:09,Asha Iyer,Female,80+,Delhi,Delhi District 3,Maithili,Bus Stand Nashik,Rajur Bahula Center,+91 8790094298,"Woman in burqa, has small child with her",Reunited,2.6,False,Bharat Bharati volunteer handled
KMP-2027-01454,2027-08-10 13:25,Dinesh Verma,Male,71-80,West Bengal,Bardhaman,Bhojpuri,Nashik Road Station,Nashik Road Center,+91 8326865375,"Old man, bald, wearing vest and dhoti",Reunited,3.1,False,
KMP-2027-01455,2027-07-20 13:55,Bharat Agarwal,Male,13-17,Maharashtra,Nagpur,Bengali,Laxmi Narayan Ghat,Rajur Bahula Center,+91 6579426375,"Boy about 12, wearing school dress",Reunited,2.1,False,Brought by volunteer
KMP-2027-01456,2027-08-01 13:50,Priya Trivedi,Female,0-12,Delhi,Delhi District 3,Tamil,Bus Stand Nashik,Panchavati Center,+91 9973722326,"Girl child about 5 years, red bindi, crying",Reunited,4.2,False,GGTalk app used
KMP-2027-01457,2027-07-16 20:24,Geeta Nair,Female,18-40,Jharkhand,Jharkhand District 2,Kannada,Dasak Ghat,Adgaon Kho-Ya-Paya,+91 6908782525,"Woman with three children, lost husband",Reunited,1.2,False,Announcement made on PA
KMP-2027-01458,2027-07-21 20:49,Bharat Gupta,Male,61-70,West Bengal,Bardhaman,Awadhi,Rajur Bahula,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man in dhoti kurta, cannot remember name",Reunited,6.2,False,
KMP-2027-01459,2027-07-19 13:21,,Female,41-60,Haryana,Haryana District 2,Bengali,Dindori Road Crossing,Police Main Control Room,+91 7360026075,"Child girl, pigtails, pink frock, about 6 years",Reunited,1.7,False,Brought by volunteer
KMP-2027-01460,2027-07-02 07:04,Geeta Shukla,Female,0-12,Uttar Pradesh,Gorakhpur,Awadhi,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8600809348,"Old man confused, keeps asking for Ramkund",Unresolved,,False,Bharat Bharati volunteer handled
KMP-2027-01461,2027-07-06 08:43,Vijay Patil,Male,61-70,Kerala,Kerala District 3,Kannada,Nandur Ghat,Police Main Control Room,+91 8186274942,"Old woman, white clothes, lost memory",Reunited,1.3,False,Found near ghat
KMP-2027-01462,2027-07-30 18:25,Pooja Agarwal,Female,13-17,Uttarakhand,Uttarakhand District 3,Awadhi,Kapila Sangam,Police Main Control Room,+91 6401360817,"Elderly man with walking stick, hard of hearing",Reunited,1.9,False,Bharat Bharati volunteer handled
KMP-2027-01463,2027-07-15 12:00,Vijay Nair,Male,61-70,Delhi,Delhi District 1,Gujarati,Adgaon Parking,Nashik Road Center,+91 7853104946,Old woman,Reunited,9.6,False,Police assisted
KMP-2027-01464,2027-07-04 16:04,Anil Rao,Male,61-70,Gujarat,Surat,Bengali,Rajur Bahula,Bharat Bharati Control Room,,"Woman with three children, lost husband",Reunited,1.5,False,Brought by volunteer
KMP-2027-01465,2027-07-30 14:55,,Male,61-70,Chhattisgarh,Chhattisgarh District 2,Bhojpuri,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,,"Wearing white saree, grey hair, speaks Hindi",Reunited,1.2,False,Cross-center transfer needed
KMP-2027-01466,2027-08-13 18:26,Deepak Tiwari,Male,61-70,Tamil Nadu,Erode,Tamil,Takli Sangam,Rajur Bahula Center,+91 6676889865,"Old woman in white saree, widow marks",Reunited,0.4,False,Police assisted
KMP-2027-01467,2027-07-21 07:22,,Male,41-60,Punjab,Punjab District 1,Maithili,Rajur Bahula,Nashik Road Center,+91 9929407611,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,0.7,False,GGTalk app used
KMP-2027-01468,2027-08-05 17:21,Rekha Roy,Female,61-70,Kerala,Kerala District 3,Bengali,Laxmi Narayan Ghat,Police Main Control Room,+91 6283404909,"Woman in green saree, has tilak on forehead",Reunited,5.7,False,GGTalk app used
KMP-2027-01469,2027-07-04 11:34,Gaurav Singh,Male,41-60,Kerala,Kerala District 1,Bhojpuri,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6886343655,"Old man, bald, wearing vest and dhoti",Reunited,4.9,False,
KMP-2027-01470,2027-07-04 08:11,Santosh Singh,Male,71-80,Kerala,Kerala District 2,Gujarati,Trimbakeshwar Approach,Police Main Control Room,+91 7919403468,"Child girl, pigtails, pink frock, about 6 years",Reunited,0.9,False,
KMP-2027-01471,2027-07-04 07:20,Ashok Gupta,Male,13-17,Punjab,Punjab District 2,Hindi,Dindori Road Crossing,Central Control Room,,"Old woman, white clothes, lost memory",Reunited,1.4,False,GGTalk app used
KMP-2027-01472,2027-07-21 15:29,Ravi Singh,Male,61-70,Uttarakhand,Uttarakhand District 2,Tamil,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 8812582088,"Man in saffron kurta, has rudraksha mala",Reunited,8.7,False,GGTalk app used
KMP-2027-01473,2027-07-27 14:43,Sita Iyer,Female,18-40,Delhi,Delhi District 3,Marathi,Trimbakeshwar Approach,Nashik Road Center,+91 7159137825,Child missing,Reunited,14.3,False,Bharat Bharati volunteer handled
KMP-2027-01474,2027-08-12 13:08,Asha Patil,Female,0-12,Chhattisgarh,Chhattisgarh District 3,Gujarati,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,,"Woman with three children, lost husband",Reunited,2.8,False,Cross-center transfer needed
KMP-2027-01475,2027-07-02 21:12,Rohit Mehta,Male,61-70,Gujarat,Anand,Marathi,Madsangvi Transit,Rajur Bahula Center,+91 9256777689,"Old man, hearing aid, wearing full pants shirt",Reunited,,False,
KMP-2027-01476,2027-07-09 19:03,Parvati Reddy,Female,80+,Punjab,Punjab District 2,Hindi,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,,"Elderly man with walking stick, hard of hearing",Reunited,4.1,False,Found near ghat
KMP-2027-01477,2027-08-07 06:21,Laxmi Mehta,Female,41-60,West Bengal,Asansol,Gujarati,Nashik Road Station,Central Control Room,+91 6255422037,Old woman,Pending,,False,Bharat Bharati volunteer handled
KMP-2027-01478,2027-07-23 14:56,Ashok Verma,Male,0-12,Gujarat,Vadodara,Bengali,Bus Stand Nashik,Sadhugram Lost Found,,"Boy about 12, wearing school dress",Reunited,3.7,False,Family waiting at center
KMP-2027-01479,2027-07-17 11:02,Gaurav Gupta,Male,80+,Kerala,Kerala District 3,Telugu,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 9838531118,"Child girl, pigtails, pink frock, about 6 years",Reunited,0.6,False,Announcement made on PA
KMP-2027-01480,2027-07-14 17:42,Manju Shah,Female,71-80,Punjab,Punjab District 2,Gujarati,Kushavart Kund,Adgaon Kho-Ya-Paya,+91 7179530865,,Pending,,False,Family waiting at center
KMP-2027-01481,2027-07-18 20:53,Mahesh Singh,Male,71-80,Assam,Assam District 2,Kannada,Trimbak Road,Sadhugram Lost Found,,Lost near ghats,Pending,,True,Family waiting at center
KMP-2027-01482,2027-07-16 10:45,,Female,41-60,Karnataka,Kolar,Marathi,Trimbak Road,Sadhugram Lost Found,+91 8883673320,"Old man confused, keeps asking for Ramkund",Reunited,5.6,False,Family waiting at center
KMP-2027-01483,2027-07-27 20:13,Usha Tiwari,Female,18-40,Tamil Nadu,Salem,Bhojpuri,Kushavart Kund,Nashik Road Center,+91 6889647519,"Child girl, pigtails, pink frock, about 6 years",Reunited,5.2,False,GGTalk app used
KMP-2027-01484,2027-08-14 09:37,Sunil Pillai,Male,71-80,Chhattisgarh,Chhattisgarh District 3,Maithili,Adgaon Parking,Panchavati Center,+91 8508019579,Man from UP,Reunited,8.2,False,
KMP-2027-01485,2027-07-28 21:32,Saroj Sharma,Female,18-40,West Bengal,Howrah,Tamil,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 7144811985,"Woman with three children, lost husband",Reunited,7.1,False,Bharat Bharati volunteer handled
KMP-2027-01486,2027-07-18 15:53,Anjali Sharma,Female,41-60,Telangana,Telangana District 3,Gujarati,Trimbak Road,Rajur Bahula Center,+91 8888197392,"Child girl, pigtails, pink frock, about 6 years",Reunited,1.8,False,Announcement made on PA
KMP-2027-01487,2027-08-04 19:17,Bharat Rao,Male,41-60,Gujarat,Gandhinagar,Tamil,Trimbakeshwar Approach,Bharat Bharati Control Room,+91 9394782915,Old woman,Unresolved,,False,
KMP-2027-01488,2027-07-17 15:14,,Male,71-80,Bihar,Saran,Telugu,Madsangvi Transit,Nashik Road Center,+91 9555696872,"Elderly woman, cannot speak properly, Gujarati",Reunited,0.3,False,Cross-center transfer needed
KMP-2027-01489,2027-07-04 11:22,Rahul Singh,Male,61-70,Delhi,Delhi District 2,Marathi,Nashik Road Station,Ramkund Kho-Ya-Paya Kendra,+91 6968596953,"Old man in dhoti kurta, cannot remember name",Reunited,0.9,True,Police assisted
KMP-2027-01490,2027-08-12 10:30,Parvati Reddy,Female,80+,Rajasthan,Jodhpur,Hindi,Kapila Sangam,Adgaon Kho-Ya-Paya,+91 7427823738,"Woman with three children, lost husband",Reunited,2.9,False,Cross-center transfer needed
KMP-2027-01491,2027-07-14 11:58,Kavita Menon,Female,61-70,Maharashtra,Pune,Marathi,Takli Sangam,Police Main Control Room,,"Wearing white saree, grey hair, speaks Hindi",Reunited,1.6,False,Brought by volunteer
KMP-2027-01492,2027-07-18 18:56,Rahul Shah,Male,80+,Odisha,Odisha District 1,Awadhi,Ramkund Ghat,Panchavati Center,+91 8380477137,"Man in saffron kurta, has rudraksha mala",Reunited,2.0,False,Bharat Bharati volunteer handled
KMP-2027-01493,2027-08-10 15:47,Shyam Das,Male,80+,Rajasthan,Kota,Tamil,Rajur Bahula,Adgaon Kho-Ya-Paya,,Old woman,Reunited,0.3,False,
KMP-2027-01494,2027-07-06 16:20,Kamla Pandey,Female,71-80,Rajasthan,Alwar,Hindi,Rajur Bahula,Police Main Control Room,+91 6283301143,"Man in saffron kurta, has rudraksha mala",Reunited,2.4,False,GGTalk app used
KMP-2027-01495,2027-08-02 13:18,Manoj Patel,Male,61-70,West Bengal,Asansol,Maithili,Kapila Sangam,Central Control Room,+91 9788641887,"Boy about 12, wearing school dress",Reunited,7.1,False,Police assisted
KMP-2027-01496,2027-08-09 13:19,Rohit Roy,Male,61-70,Bihar,Darbhanga,Gujarati,Sadhugram Gate 1,Sadhugram Lost Found,+91 9618912026,"Girl child about 5 years, red bindi, crying",Reunited,4.5,False,Found near ghat
KMP-2027-01497,2027-07-29 19:27,Sita Shah,Female,71-80,Chhattisgarh,Chhattisgarh District 3,Telugu,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 9392179434,Man from UP,Reunited,0.1,True,Police assisted
KMP-2027-01498,2027-07-31 20:06,Vijay Yadav,Male,71-80,Andhra Pradesh,Vijayawada,Gujarati,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 9676646026,"Old man, hearing aid, wearing full pants shirt",Transferred to hospital,,False,Family waiting at center
KMP-2027-01499,2027-08-07 06:07,Vijay Sinha,Male,61-70,Tamil Nadu,Madurai,Tamil,Sadhugram Gate 1,Panchavati Center,+91 8326032381,,Reunited,7.8,False,Family waiting at center
KMP-2027-01500,2027-07-23 16:29,,Female,71-80,Karnataka,Davangere,Tamil,Nashik Road Station,Panchavati Center,+91 7285702339,"Old man, bald, wearing vest and dhoti",Reunited,1.7,False,Cross-center transfer needed
KMP-2027-01501,2027-07-16 09:34,Rajesh Chaudhary,Male,71-80,Punjab,Punjab District 2,Maithili,Laxmi Narayan Ghat,Panchavati Center,+91 8262831498,"Woman in burqa, has small child with her",Reunited,6.0,False,Police assisted
KMP-2027-01502,2027-07-10 21:49,Vijay Mishra,Male,41-60,Chhattisgarh,Chhattisgarh District 1,Bhojpuri,Madsangvi Transit,Bharat Bharati Control Room,+91 9147578908,Man from UP,Reunited,1.1,False,Cross-center transfer needed
KMP-2027-01503,2027-07-07 13:46,Parvati Mishra,Female,41-60,Jharkhand,Jharkhand District 1,Bhojpuri,Bus Stand Nashik,Nashik Road Center,+91 9780321233,"Old woman in white saree, widow marks",Unresolved,,False,Police assisted
KMP-2027-01504,2027-08-07 17:06,Sangeeta Dubey,Female,61-70,West Bengal,Siliguri,Telugu,Ramkund Ghat,Bharat Bharati Control Room,+91 8866527817,"Boy about 12, wearing school dress",Reunited,0.1,False,
KMP-2027-01505,2027-08-04 18:44,Suresh Chaudhary,Male,71-80,Karnataka,Belagavi,Telugu,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,0.4,False,
KMP-2027-01506,2027-07-16 16:12,Rohit Pandey,Male,71-80,Assam,Assam District 3,Telugu,Gauri Patangan,Rajur Bahula Center,+91 9826768508,"Man in saffron kurta, has rudraksha mala",Pending,,False,GGTalk app used
KMP-2027-01507,2027-07-15 16:52,,Female,18-40,Assam,Assam District 3,Hindi,Sadhugram Gate 1,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6329384746,"Girl child about 5 years, red bindi, crying",Reunited,0.8,False,Found near ghat
KMP-2027-01508,2027-08-06 18:28,Ajay Mishra,Male,41-60,Haryana,Haryana District 3,Hindi,Trimbakeshwar Approach,Sadhugram Lost Found,+91 8615164216,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,5.8,False,Cross-center transfer needed
KMP-2027-01509,2027-07-26 10:42,Suresh Das,Male,71-80,Punjab,Punjab District 3,Kannada,Gauri Patangan,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8702068340,Child missing,Reunited,11.7,False,
KMP-2027-01510,2027-07-09 09:12,Sunil Sinha,Male,41-60,Kerala,Kerala District 1,Gujarati,Adgaon Parking,Bharat Bharati Control Room,,"Woman speaking Tamil, wearing silk saree",Reunited,0.7,False,
